,Unnamed: 0,location,total_sqft,bath,price,bhk
99,111,7th Phase JP Nagar,1270.0,2.0,83.0,2.0
100,113,7th Phase JP Nagar,2503.0,4.0,188.0,4.0
101,114,7th Phase JP Nagar,2200.0,3.0,190.0,3.0
102,117,7th Phase JP Nagar,1575.0,3.0,110.0,3.0
103,118,7th Phase JP Nagar,1850.0,3.0,140.0,3.0
104,119,7th Phase JP Nagar,1575.0,3.0,120.0,3.0
105,120,7th Phase JP Nagar,1850.0,3.0,150.0,3.0
106,121,7th Phase JP Nagar,1680.0,3.0,120.0,3.0
107,122,7th Phase JP Nagar,1175.0,2.0,82.5,2.0
108,125,7th Phase JP Nagar,1215.0,2.0,90.0,2.0
109,126,7th Phase JP Nagar,1050.0,2.0,75.0,2.0
110,127,7th Phase JP Nagar,1300.0,3.0,89.13,3.0
111,128,7th Phase JP Nagar,1130.0,2.0,73.0,2.0
112,129,7th Phase JP Nagar,1450.0,3.0,100.0,3.0
113,131,7th Phase JP Nagar,1050.0,2.0,50.0,2.0
114,132,7th Phase JP Nagar,1275.0,2.0,87.0,2.0
115,134,7th Phase JP Nagar,1650.0,3.0,110.0,3.0
116,135,7th Phase JP Nagar,850.0,2.0,42.0,2.0
117,136,7th Phase JP Nagar,1680.0,3.0,117.0,3.0
118,137,7th Phase JP Nagar,1850.0,3.0,150.0,3.0
119,138,7th Phase JP Nagar,1236.0,2.0,61.33,2.0
120,139,7th Phase JP Nagar,1000.0,2.0,53.0,2.0
121,140,7th Phase JP Nagar,1680.0,3.0,125.0,3.0
122,141,7th Phase JP Nagar,1675.0,3.0,135.0,3.0
123,142,7th Phase JP Nagar,1187.0,2.0,59.0,2.0
124,143,7th Phase JP Nagar,1850.0,3.0,155.0,3.0
125,144,7th Phase JP Nagar,1000.0,2.0,61.0,2.0
126,145,7th Phase JP Nagar,1460.0,3.0,100.0,3.0
127,146,7th Phase JP Nagar,1650.0,3.0,110.0,3.0
128,147,7th Phase JP Nagar,1200.0,2.0,62.5,2.0
129,148,7th Phase JP Nagar,1000.0,2.0,70.65,2.0
130,149,7th Phase JP Nagar,1080.0,2.0,75.0,2.0
131,151,7th Phase JP Nagar,1680.0,3.0,125.0,3.0
132,152,7th Phase JP Nagar,1460.0,3.0,97.0,3.0
133,153,7th Phase JP Nagar,1120.0,2.0,65.0,2.0
134,154,7th Phase JP Nagar,1100.0,2.0,60.0,2.0
135,155,7th Phase JP Nagar,1790.0,3.0,120.0,3.0
136,156,7th Phase JP Nagar,1680.0,3.0,117.0,3.0
137,157,7th Phase JP Nagar,1050.0,2.0,77.0,2.0
138,158,7th Phase JP Nagar,1050.0,2.0,75.0,2.0
139,159,7th Phase JP Nagar,1040.0,2.0,75.0,2.0
140,160,7th Phase JP Nagar,1400.0,3.0,95.0,3.0
141,161,7th Phase JP Nagar,1800.0,3.0,130.0,3.0
142,162,7th Phase JP Nagar,1050.0,2.0,68.0,2.0
143,163,7th Phase JP Nagar,1000.0,2.0,60.0,2.0
144,164,7th Phase JP Nagar,1680.0,3.0,125.0,3.0
145,165,7th Phase JP Nagar,1050.0,2.0,77.47,2.0
146,166,7th Phase JP Nagar,1270.0,2.0,80.0,2.0
147,168,7th Phase JP Nagar,1680.0,3.0,122.0,3.0
148,169,7th Phase JP Nagar,1130.0,2.0,85.0,2.0
149,170,7th Phase JP Nagar,1680.0,3.0,130.0,3.0
150,171,7th Phase JP Nagar,980.0,2.0,77.44,2.0
151,172,7th Phase JP Nagar,1680.0,3.0,112.0,3.0
152,174,7th Phase JP Nagar,2095.0,3.0,150.0,3.0
153,175,7th Phase JP Nagar,1976.0,3.0,145.0,3.0
154,176,7th Phase JP Nagar,1600.0,3.0,110.0,3.0
155,177,7th Phase JP Nagar,1765.0,3.0,118.0,3.0
156,178,7th Phase JP Nagar,1275.0,3.0,88.0,3.0
157,179,7th Phase JP Nagar,1450.0,3.0,102.0,3.0
158,180,7th Phase JP Nagar,1575.0,3.0,110.0,3.0
159,182,7th Phase JP Nagar,750.0,1.0,47.0,1.0
160,183,7th Phase JP Nagar,990.0,2.0,50.0,2.0
161,184,7th Phase JP Nagar,1000.0,1.0,60.0,1.0
162,186,7th Phase JP Nagar,1430.0,3.0,102.0,3.0
163,187,7th Phase JP Nagar,1128.0,2.0,60.0,2.0
164,188,7th Phase JP Nagar,1140.0,2.0,57.0,2.0
165,189,7th Phase JP Nagar,1420.0,3.0,90.0,3.0
166,190,7th Phase JP Nagar,1530.0,2.0,108.0,2.0
167,191,8th Phase JP Nagar,1073.5,2.0,54.005,2.0
168,192,8th Phase JP Nagar,451.0,1.0,29.9,1.0
169,194,8th Phase JP Nagar,1062.0,2.0,42.47,2.0
170,196,8th Phase JP Nagar,1455.0,3.0,73.31,3.0
171,197,8th Phase JP Nagar,871.0,2.0,55.0,2.0
172,198,8th Phase JP Nagar,1098.0,2.0,43.91,2.0
173,199,8th Phase JP Nagar,1800.0,3.0,80.0,3.0
174,200,8th Phase JP Nagar,2700.0,4.0,130.0,4.0
175,201,8th Phase JP Nagar,1080.0,2.0,38.0,2.0
176,202,8th Phase JP Nagar,1059.0,2.0,34.5,2.0
177,203,8th Phase JP Nagar,1080.0,2.0,35.0,2.0
178,205,8th Phase JP Nagar,1062.0,2.0,42.47,2.0
179,206,8th Phase JP Nagar,500.0,1.0,31.0,1.0
180,207,8th Phase JP Nagar,1100.0,2.0,35.0,2.0
181,208,8th Phase JP Nagar,2100.0,4.0,92.0,4.0
182,209,8th Phase JP Nagar,1035.0,2.0,39.33,2.0
183,210,8th Phase JP Nagar,909.0,2.0,40.9,2.0
184,211,8th Phase JP Nagar,1431.5,3.0,72.02,3.0
185,212,8th Phase JP Nagar,1900.0,3.0,90.0,3.0
186,213,8th Phase JP Nagar,500.0,1.0,30.0,1.0
187,214,8th Phase JP Nagar,1125.0,2.0,36.94,2.0
188,215,8th Phase JP Nagar,1100.0,2.0,35.0,2.0
189,216,8th Phase JP Nagar,1089.0,2.0,43.55,2.0
190,218,8th Phase JP Nagar,1504.0,3.0,83.0,3.0
191,219,8th Phase JP Nagar,2600.0,4.0,115.0,4.0
192,221,8th Phase JP Nagar,1089.0,2.0,43.55,2.0
193,223,8th Phase JP Nagar,1513.0,2.0,62.0,2.0
194,224,8th Phase JP Nagar,1298.0,2.0,59.0,2.0
195,225,8th Phase JP Nagar,1006.0,2.0,44.0,2.0
196,226,8th Phase JP Nagar,500.0,1.0,33.0,1.0
197,227,8th Phase JP Nagar,1160.0,2.0,95.0,2.0
198,228,8th Phase JP Nagar,1245.0,2.0,59.0,2.0
199,229,8th Phase JP Nagar,1510.0,2.0,80.0,2.0
200,230,8th Phase JP Nagar,3300.0,3.0,165.0,3.0
201,231,8th Phase JP Nagar,1730.0,5.0,75.0,5.0
202,234,8th Phase JP Nagar,1046.0,2.0,48.0,2.0
203,236,8th Phase JP Nagar,1408.0,3.0,80.0,3.0
204,238,9th Phase JP Nagar,1005.0,2.0,50.0,2.0
205,240,9th Phase JP Nagar,1100.0,2.0,65.0,2.0
206,241,9th Phase JP Nagar,1080.0,2.0,37.0,2.0
207,242,9th Phase JP Nagar,1035.0,2.0,45.0,2.0
208,243,9th Phase JP Nagar,5000.0,4.0,290.0,4.0
209,244,9th Phase JP Nagar,1164.0,2.0,56.0,2.0
210,245,9th Phase JP Nagar,1005.0,2.0,42.0,2.0
211,246,9th Phase JP Nagar,1127.0,2.0,50.0,2.0
212,247,9th Phase JP Nagar,1005.0,2.0,43.0,2.0
213,248,9th Phase JP Nagar,835.0,2.0,37.0,2.0
214,249,9th Phase JP Nagar,1050.0,2.0,39.0,2.0
215,250,9th Phase JP Nagar,660.0,2.0,27.0,2.0
216,251,9th Phase JP Nagar,600.0,1.0,20.0,1.0
217,252,9th Phase JP Nagar,1466.0,2.0,71.0,2.0
218,253,9th Phase JP Nagar,1890.0,3.0,93.0,3.0
219,254,9th Phase JP Nagar,1079.0,2.0,60.0,2.0
220,255,9th Phase JP Nagar,1480.0,2.0,80.0,2.0
221,256,9th Phase JP Nagar,1200.0,2.0,80.0,2.0
222,257,9th Phase JP Nagar,905.0,2.0,32.0,2.0
223,258,9th Phase JP Nagar,1073.0,2.0,52.36,2.0
224,259,9th Phase JP Nagar,1719.3,3.0,88.0,3.0
225,260,9th Phase JP Nagar,1780.0,3.0,88.0,3.0
226,262,9th Phase JP Nagar,1522.0,3.0,90.0,3.0
227,265,9th Phase JP Nagar,890.0,2.0,45.0,2.0
228,267,9th Phase JP Nagar,5000.0,4.0,300.0,4.0
229,269,9th Phase JP Nagar,1050.0,2.0,35.0,2.0
230,270,9th Phase JP Nagar,1331.95,2.0,69.0,2.0
231,271,AECS Layout,1100.0,2.0,45.0,2.0
232,272,AECS Layout,1028.0,2.0,42.0,2.0
233,273,AECS Layout,1199.0,2.0,65.0,2.0
234,274,AECS Layout,1080.0,2.0,55.0,2.0
235,275,AECS Layout,1123.0,2.0,64.0,2.0
236,276,AECS Layout,1308.0,2.0,60.0,2.0
237,277,AECS Layout,1005.0,2.0,55.0,2.0
238,279,Abbigere,985.0,2.0,40.39,2.0
239,280,Abbigere,2200.0,6.0,68.0,6.0
240,281,Abbigere,765.0,1.0,30.0,1.0
241,282,Abbigere,880.0,2.0,35.0,2.0
242,283,Abbigere,795.0,2.0,32.54,2.0
243,284,Abbigere,1005.0,2.0,39.59,2.0
244,285,Abbigere,734.0,1.0,19.82,1.0
245,287,Abbigere,1020.0,2.0,41.82,2.0
246,288,Abbigere,985.0,2.0,40.39,2.0
247,289,Abbigere,2500.0,6.0,81.0,6.0
248,290,Abbigere,795.0,2.0,32.54,2.0
249,291,Abbigere,1130.0,2.0,46.33,2.0
250,292,Abbigere,795.0,2.0,32.6,2.0
251,293,Abbigere,3000.0,8.0,150.0,8.0
252,294,Abbigere,985.0,2.0,38.92,2.0
253,295,Abbigere,1000.0,2.0,41.0,2.0
254,296,Abbigere,995.0,2.0,40.8,2.0
255,297,Abbigere,1020.0,2.0,40.8,2.0
256,298,Akshaya Nagar,1388.0,2.0,57.0,2.0
257,299,Akshaya Nagar,1070.0,2.0,54.0,2.0
258,300,Akshaya Nagar,1280.0,2.0,58.0,2.0
259,301,Akshaya Nagar,1662.0,3.0,85.1,3.0
260,302,Akshaya Nagar,1897.0,3.0,120.0,3.0
261,303,Akshaya Nagar,1410.0,3.0,75.0,3.0
262,304,Akshaya Nagar,1360.0,3.0,85.0,3.0
263,306,Akshaya Nagar,1410.0,3.0,80.0,3.0
264,307,Akshaya Nagar,1662.0,3.0,85.0,3.0
265,308,Akshaya Nagar,1662.0,3.0,85.5,3.0
266,309,Akshaya Nagar,1280.0,2.0,60.0,2.0
267,310,Akshaya Nagar,1666.0,3.0,95.0,3.0
268,311,Akshaya Nagar,1575.0,3.0,90.0,3.0
269,312,Akshaya Nagar,1430.0,3.0,75.0,3.0
270,313,Akshaya Nagar,1419.0,3.0,73.0,3.0
271,314,Akshaya Nagar,1280.0,2.0,60.0,2.0
272,315,Akshaya Nagar,1200.0,2.0,50.0,2.0
273,316,Akshaya Nagar,1092.0,2.0,60.0,2.0
274,317,Akshaya Nagar,1690.0,3.0,85.0,3.0
275,319,Akshaya Nagar,1897.0,3.0,93.0,3.0
276,320,Akshaya Nagar,1884.0,3.0,98.0,3.0
277,321,Akshaya Nagar,1314.0,2.0,68.8,2.0
278,322,Akshaya Nagar,1690.0,3.0,85.0,3.0
279,323,Akshaya Nagar,1265.0,2.0,67.0,2.0
280,324,Akshaya Nagar,1126.0,2.0,55.0,2.0
281,326,Akshaya Nagar,1662.0,3.0,90.0,3.0
282,327,Akshaya Nagar,1420.0,3.0,75.0,3.0
283,328,Akshaya Nagar,1412.0,3.0,88.0,3.0
284,329,Akshaya Nagar,1434.0,3.0,84.0,3.0
285,330,Akshaya Nagar,1890.0,3.0,100.0,3.0
286,332,Akshaya Nagar,1419.0,3.0,87.0,3.0
287,333,Akshaya Nagar,1300.0,2.0,54.0,2.0
288,334,Akshaya Nagar,1690.0,3.0,85.0,3.0
289,335,Akshaya Nagar,1113.0,2.0,52.0,2.0
290,336,Akshaya Nagar,1820.0,3.0,95.0,3.0
291,337,Akshaya Nagar,1100.0,2.0,48.0,2.0
292,338,Akshaya Nagar,1896.0,3.0,102.0,3.0
293,339,Akshaya Nagar,1300.0,2.0,66.0,2.0
294,340,Akshaya Nagar,1225.0,2.0,68.0,2.0
295,341,Akshaya Nagar,1179.0,2.0,51.0,2.0
296,342,Akshaya Nagar,1421.0,3.0,73.0,3.0
297,343,Akshaya Nagar,1893.0,3.0,95.0,3.0
298,344,Akshaya Nagar,900.0,2.0,45.0,2.0
299,345,Ambalipura,1105.0,2.0,75.0,2.0
300,346,Ambalipura,1800.0,3.0,110.0,3.0
301,347,Ambalipura,1150.0,2.0,80.0,2.0
302,348,Ambalipura,1250.0,2.0,66.25,2.0
303,349,Ambalipura,1332.0,2.0,79.0,2.0
304,350,Ambalipura,1730.0,3.0,120.0,3.0
305,352,Ambalipura,1230.0,2.0,66.25,2.0
306,353,Ambalipura,1351.0,2.0,77.0,2.0
307,357,Ambalipura,1303.0,2.0,80.0,2.0
308,358,Ambalipura,1607.0,3.0,112.0,3.0
309,359,Ambalipura,770.0,1.0,43.82,1.0
310,360,Ambalipura,1700.0,2.0,76.0,2.0
311,361,Ambalipura,1060.0,2.0,58.5,2.0
312,362,Ambalipura,1650.0,3.0,100.0,3.0
313,363,Ambalipura,1607.0,3.0,112.0,3.0
314,364,Ambalipura,1198.0,2.0,80.0,2.0
315,365,Ambedkar Nagar,1935.0,3.0,130.0,3.0
316,366,Ambedkar Nagar,1424.0,2.0,90.0,2.0
317,367,Ambedkar Nagar,2225.0,3.0,169.0,3.0
318,368,Ambedkar Nagar,1862.0,3.0,120.0,3.0
319,369,Ambedkar Nagar,1850.0,3.0,139.0,3.0
320,370,Ambedkar Nagar,1936.0,3.0,126.0,3.0
321,371,Ambedkar Nagar,1862.0,3.0,119.0,3.0
322,372,Ambedkar Nagar,1424.0,2.0,90.0,2.0
323,373,Ambedkar Nagar,2150.0,3.0,125.0,3.0
324,374,Ambedkar Nagar,3530.0,4.0,290.0,4.0
325,375,Ambedkar Nagar,1856.0,3.0,120.0,3.0
326,376,Ambedkar Nagar,1852.0,3.0,130.0,3.0
327,377,Ambedkar Nagar,1850.0,3.0,120.0,3.0
328,378,Ambedkar Nagar,1367.0,2.0,86.0,2.0
329,379,Ambedkar Nagar,3565.0,4.0,255.0,4.0
330,380,Ambedkar Nagar,1409.0,2.0,95.0,2.0
331,381,Ambedkar Nagar,1950.0,3.0,120.0,3.0
332,382,Ambedkar Nagar,1921.0,3.0,129.0,3.0
333,383,Ambedkar Nagar,1920.0,3.0,121.0,3.0
334,384,Ambedkar Nagar,1935.0,3.0,125.0,3.0
335,385,Ambedkar Nagar,1852.0,3.0,122.0,3.0
336,386,Ambedkar Nagar,1950.0,3.0,120.0,3.0
337,387,Ambedkar Nagar,1852.0,3.0,125.0,3.0
338,388,Ambedkar Nagar,1850.0,3.0,121.0,3.0
339,389,Ambedkar Nagar,1425.0,2.0,94.0,2.0
340,390,Ambedkar Nagar,2395.0,3.0,150.0,3.0
341,391,Amruthahalli,900.0,2.0,40.0,2.0
342,392,Amruthahalli,1200.0,2.0,55.0,2.0
343,393,Amruthahalli,1900.0,3.0,135.0,3.0
344,394,Amruthahalli,924.0,2.0,45.0,2.0
345,395,Amruthahalli,900.0,2.0,60.0,2.0
346,396,Amruthahalli,1100.0,2.0,45.0,2.0
347,397,Amruthahalli,1200.0,2.0,55.0,2.0
348,401,Amruthahalli,1450.0,3.0,85.0,3.0
349,402,Amruthahalli,1200.0,2.0,55.0,2.0
350,403,Amruthahalli,1250.0,2.0,79.0,2.0
351,404,Amruthahalli,1190.0,2.0,50.0,2.0
352,405,Amruthahalli,1202.0,2.0,65.0,2.0
353,406,Amruthahalli,1340.0,2.0,75.0,2.0
354,407,Amruthahalli,2650.0,3.0,175.0,3.0
355,408,Amruthahalli,1450.0,3.0,90.0,3.0
356,409,Amruthahalli,1025.0,2.0,42.0,2.0
357,410,Amruthahalli,485.0,1.0,19.5,1.0
358,411,Anandapura,1167.0,2.0,43.76,2.0
359,412,Anandapura,1000.0,2.0,55.0,2.0
360,413,Anandapura,1141.0,2.0,42.79,2.0
361,415,Anandapura,1200.0,2.0,67.0,2.0
362,416,Anandapura,1200.0,2.0,58.0,2.0
363,417,Anandapura,1151.0,2.0,43.1,2.0
364,418,Anandapura,1141.0,2.0,42.75,2.0
365,419,Anandapura,900.0,2.0,48.0,2.0
366,420,Anandapura,1749.0,4.0,90.0,4.0
367,421,Anandapura,1151.0,2.0,42.9,2.0
368,423,Anandapura,1250.0,2.0,45.0,2.0
369,424,Anandapura,1151.0,2.0,43.16,2.0
370,425,Anandapura,1200.0,2.0,58.0,2.0
371,426,Anandapura,1200.0,3.0,66.0,3.0
372,427,Anandapura,1415.0,3.0,74.0,3.0
373,428,Anandapura,1200.0,2.0,50.0,2.0
374,429,Anandapura,1141.0,2.0,50.0,2.0
375,431,Ananth Nagar,500.0,1.0,14.0,1.0
376,432,Ananth Nagar,1100.0,2.0,31.5,2.0
377,433,Ananth Nagar,982.0,2.0,24.55,2.0
378,434,Ananth Nagar,500.0,1.0,14.0,1.0
379,435,Ananth Nagar,900.0,2.0,22.5,2.0
380,436,Ananth Nagar,908.0,2.0,26.0,2.0
381,437,Ananth Nagar,870.0,2.0,36.0,2.0
382,438,Ananth Nagar,937.0,2.0,35.0,2.0
383,439,Ananth Nagar,960.0,2.0,37.0,2.0
384,440,Ananth Nagar,500.0,1.0,14.0,1.0
385,441,Ananth Nagar,1000.0,2.0,29.7,2.0
386,442,Ananth Nagar,850.0,2.0,25.99,2.0
387,443,Ananth Nagar,902.0,2.0,25.26,2.0
388,444,Ananth Nagar,1470.0,3.0,54.0,3.0
389,445,Ananth Nagar,810.0,2.0,25.5,2.0
390,446,Ananth Nagar,890.0,2.0,27.0,2.0
391,447,Ananth Nagar,1200.0,2.0,36.0,2.0
392,449,Ananth Nagar,1319.0,3.0,42.0,3.0
393,450,Ananth Nagar,1000.0,2.0,25.0,2.0
394,451,Ananth Nagar,902.0,2.0,25.0,2.0
395,452,Ananth Nagar,930.0,2.0,25.99,2.0
396,453,Ananth Nagar,1074.0,2.0,26.85,2.0
397,454,Ananth Nagar,500.0,1.0,14.0,1.0
398,455,Ananth Nagar,1010.0,2.0,38.0,2.0
399,456,Ananth Nagar,992.0,2.0,24.8,2.0
400,458,Anekal,656.0,2.0,22.0,2.0
401,459,Anekal,620.0,2.0,22.0,2.0
402,460,Anekal,600.0,1.0,16.5,1.0
403,461,Anekal,925.0,2.0,40.0,2.0
404,462,Anekal,530.0,1.0,18.0,1.0
405,463,Anekal,1800.0,3.0,68.0,3.0
406,465,Anekal,351.0,1.0,16.0,1.0
407,466,Anekal,1035.0,2.0,38.3,2.0
408,467,Anekal,888.0,2.0,34.0,2.0
409,471,Anekal,1200.0,4.0,36.0,4.0
410,472,Anekal,766.0,2.0,28.0,2.0
411,473,Anekal,967.0,3.0,45.0,3.0
412,474,Anekal,620.0,2.0,23.5,2.0
413,475,Anekal,1150.0,3.0,45.0,3.0
414,478,Anekal,400.0,1.0,11.5,1.0
415,479,Anekal,456.0,1.0,15.0,1.0
416,482,Anekal,2400.0,3.0,95.0,3.0
417,486,Anekal,420.0,1.0,12.5,1.0
418,487,Anekal,614.0,2.0,28.0,2.0
419,488,Anekal,1140.0,2.0,52.0,2.0
420,489,Anekal,625.0,2.0,25.0,2.0
421,490,Anjanapura,1850.0,4.0,86.0,4.0
422,491,Anjanapura,1070.0,2.0,39.0,2.0
423,492,Anjanapura,1500.0,3.0,121.0,3.0
424,493,Anjanapura,1070.0,2.0,37.0,2.0
425,494,Anjanapura,950.0,2.0,40.0,2.0
426,495,Anjanapura,1280.0,3.0,45.0,3.0
427,496,Anjanapura,710.0,2.0,25.0,2.0
428,498,Anjanapura,950.0,2.0,32.0,2.0
429,499,Anjanapura,1800.0,4.0,55.0,4.0
430,500,Anjanapura,1843.0,3.0,87.54,3.0
431,501,Anjanapura,1076.0,2.0,30.13,2.0
432,502,Anjanapura,950.0,2.0,30.0,2.0
433,503,Ardendale,1750.0,3.0,100.0,3.0
434,504,Ardendale,3198.0,4.0,200.0,4.0
435,505,Ardendale,2422.0,4.0,160.0,4.0
436,506,Ardendale,1750.0,3.0,100.0,3.0
437,507,Ardendale,3200.0,4.0,205.0,4.0
438,508,Ardendale,1728.0,3.0,95.0,3.0
439,509,Ardendale,2062.0,4.0,140.0,4.0
440,510,Ardendale,1732.46,3.0,92.0,3.0
441,511,Ardendale,2062.0,4.0,150.0,4.0
442,513,Ardendale,1224.0,2.0,70.0,2.0
443,514,Ardendale,1777.26,3.0,105.0,3.0
444,515,Ardendale,1650.0,3.0,82.0,3.0
445,516,Ardendale,2062.0,4.0,140.0,4.0
446,517,Ardendale,1650.0,3.0,82.0,3.0
447,518,Ardendale,1224.0,2.0,67.0,2.0
448,519,Ardendale,1723.0,3.0,95.0,3.0
449,520,Ardendale,1777.26,3.0,89.0,3.0
450,521,Ardendale,1777.26,3.0,92.0,3.0
